time,participant,order,category,comment_timestamp,participant_name,id,utterance
0:01:27,participant01,2,0,687000000,participant_test_01,305,これは何かお家みたいな形してるね
0:01:32,participant01,2,0,692000000,participant_test_01,306,ここはね、四角でここなんかTみたいな形
0:01:37,participant01,2,0,697000000,participant_test_01,307,あっ
0:01:38,participant01,2,0,698000000,participant_test_01,308,ここ
0:01:40,participant01,2,0,700000000,participant_test_01,309,おかたづけ
0:01:42,participant01,2,0,702000000,participant_test_01,310,おかたづけ
0:01:46,participant01,2,0,706000000,participant_test_01,311,どこにはまるかなあ、じゃっくん
0:01:49,participant01,2,0,709000000,participant_test_01,312,ここに入れてもいいんだって
0:01:55,participant01,2,0,715000000,participant_test_01,313,んー？
0:01:57,participant01,2,0,717000000,participant_test_01,314,いろんな遊び方があるよね
0:02:04,participant01,2,0,724000000,participant_test_01,315,あ、上手にしまえましたー
0:02:12,participant01,2,0,732000000,participant_test_01,316,はい
0:02:14,participant01,2,0,734000000,participant_test_01,317,トントン
0:02:15,participant01,2,0,735000000,participant_test_01,318,とんとんとん
0:02:19,participant01,2,0,739000000,participant_test_01,319,うん
0:02:31,participant01,2,0,751000000,participant_test_01,320,どうする？じゃっくん
0:02:33,participant01,2,0,753000000,participant_test_01,321,こっちもこんにちはしていいんだって
0:02:37,participant01,2,0,757000000,participant_test_01,322,あ
0:02:38,participant01,2,0,758000000,participant_test_01,323,ここの扉が開きましたよ
0:02:47,participant01,2,0,767000000,participant_test_01,324,あっ？
0:02:48,participant01,2,0,768000000,participant_test_01,325,わ～
0:02:49,participant01,2,0,769000000,participant_test_01,326,はまったねーじゃっくん
0:02:51,participant01,2,0,771000000,participant_test_01,327,あ、
0:02:52,participant01,2,0,772000000,participant_test_01,328,落ちちゃった
0:02:54,participant01,2,0,774000000,participant_test_01,329,落ちちゃったよ
0:02:55,participant01,2,0,775000000,participant_test_01,330,置いてかないでって
0:02:57,participant01,2,0,777000000,participant_test_01,331,こっちはこっちなんだよって
0:02:59,participant01,2,0,779000000,participant_test_01,332,こっちのおもちゃだよって
0:03:01,participant01,2,0,781000000,participant_test_01,333,ここにマミーが入れてみるよ
0:03:04,participant01,2,0,784000000,participant_test_01,334,ほら惜しいなあ
0:03:06,participant01,2,0,786000000,participant_test_01,335,ここに
0:03:07,participant01,2,0,787000000,participant_test_01,336,カッ
0:03:10,participant01,2,0,790000000,participant_test_01,337,あー
0:03:11,participant01,2,0,791000000,participant_test_01,338,形が一緒だったね、じゃっくん
0:03:13,participant01,2,0,793000000,participant_test_01,339,ここいれれるって
0:03:15,participant01,2,0,795000000,participant_test_01,340,はっ、上手だよ上手
0:03:17,participant01,2,0,797000000,participant_test_01,341,がんばれがんばれ
0:03:21,participant01,2,0,801000000,participant_test_01,342,惜しい
0:03:25,participant01,2,1,805000000,participant_test_01,343,ちょっとそれ難しいね
0:03:29,participant01,2,0,809000000,participant_test_01,344,ここにもいっぱいあるの
0:03:36,participant01,2,0,816000000,participant_test_01,345,あっそうそうそう
0:03:37,participant01,2,0,817000000,participant_test_01,346,それは一緒の形だね
0:03:39,participant01,2,0,819000000,participant_test_01,347,ジャムおじさんだ
0:03:41,participant01,2,0,821000000,participant_test_01,348,頑張れ頑張れ
0:03:43,participant01,2,0,823000000,participant_test_01,349,うーん惜しいなあ
0:03:47,participant01,2,0,827000000,participant_test_01,350,あともうちょっとだよ
0:03:52,participant01,2,0,832000000,participant_test_01,351,ねえ、ジャムおじさーんって
0:03:55,participant01,2,0,835000000,participant_test_01,352,ジャムおじさんはどこかな
0:03:57,participant01,2,0,837000000,participant_test_01,353,緑色してるからこの三つのどこかだよ
0:04:04,participant01,2,0,844000000,participant_test_01,354,あっジャムおじさん
0:04:07,participant01,2,0,847000000,participant_test_01,355,見つけたね
0:04:08,participant01,2,0,848000000,participant_test_01,356,ジャムおじさんここにはいないけど
0:04:12,participant01,2,0,852000000,participant_test_01,357,カレーパンマン
0:04:15,participant01,2,0,855000000,participant_test_01,358,は、
0:04:16,participant01,2,0,856000000,participant_test_01,359,うん
0:04:17,participant01,2,0,857000000,participant_test_01,360,じゃあマミー、カレーパンマン入れようかな
0:04:20,participant01,2,0,860000000,participant_test_01,361,どこだったら入るかなカレーパンマン
0:04:22,participant01,2,0,862000000,participant_test_01,362,ここにも入らないなあ
0:04:25,participant01,2,0,865000000,participant_test_01,363,難しいなあカレーパンマンは
0:04:28,participant01,2,0,868000000,participant_test_01,364,あっじゃっくん
0:04:30,participant01,2,0,870000000,participant_test_01,365,これカレーパンマンのお家だ
0:04:32,participant01,2,0,872000000,participant_test_01,366,ここに入れたらいいんだって
0:04:34,participant01,2,0,874000000,participant_test_01,367,入れてみて
0:04:36,participant01,2,0,876000000,participant_test_01,368,おうちに帰りたいなーってまた
0:04:39,participant01,2,0,879000000,participant_test_01,369,あった？
0:04:41,participant01,2,0,881000000,participant_test_01,370,中に何かあったね
0:04:44,participant01,2,0,884000000,participant_test_01,371,どうぞって
0:04:48,participant01,2,0,888000000,participant_test_01,372,色々あるよ
0:04:50,participant01,2,0,890000000,participant_test_01,373,アンパンマンに
0:04:51,participant01,2,0,891000000,participant_test_01,374,ドキンちゃんに
0:04:53,participant01,2,0,893000000,participant_test_01,375,かびるんるん？
0:04:55,participant01,2,0,895000000,participant_test_01,376,これカレーパンマンかな
0:04:58,participant01,2,0,898000000,participant_test_01,377,ジャムおじさん
0:05:00,participant01,2,0,900000000,participant_test_01,378,クリームパンナちゃん
0:05:03,participant01,2,0,903000000,participant_test_01,379,クリームパンナちゃんなんかな
0:05:07,participant01,2,0,907000000,participant_test_01,380,わかんないな
0:05:10,participant01,2,0,910000000,participant_test_01,381,バイキンマンはどこかのおうち
0:05:12,participant01,2,0,912000000,participant_test_01,382,ばいきんまんのおうちはどこ
